synapse_id,scenario,regime,A_d_mean,A_p_mean,A_c_mean,A_d_var,A_p_var,A_c_var,A_d_early,A_p_middle,A_c_late,A_global_mean,A_global_var,A_zonal_contrast,A_peak_order_score,P_C,carrier_inward_routing,Y_total_mean,Y_peak_mean,Y_total_integral,Y_temporal_sd,C_total_mean,C_peak_mean,C_temporal_sd,contact_area
10,stress_overlap,productive_activation,0.4790204031667437,0.4324151980475872,0.20439331203647354,0.07170588345169551,0.05198216616235464,0.0692039416573171,0.4282126996786665,0.503315997008382,0.468875314300391,0.44481782017369126,0.05812171619553226,0.616325089291012,0.7038191132904629,0.4850500761122356,0.0073336810611392845,0.4191839089686284,0.96691300019111,5301.473421266162,0.0029783790202889,0.2775288849669867,1.0,0.0081778188817773,12644.004848262512
11,stress_overlap,productive_activation,0.43657120506530844,0.3618197844094547,0.17496100783215818,0.07646421127785279,0.0027628659817950357,0.07557561255947193,0.6235810730303855,0.3201148081077224,0.4389674584020146,0.5569258126168627,0.020965351020922087,0.4072351678386514,0.539727997241775,0.32068204032250036,0.00682731793119934,0.4173589424670275,0.9537282183730872,5280.346484918307,0.0029932490710455,0.2779012981547571,1.0,0.0077307452775656,12644.126229223408
12,stress_overlap,productive_activation,0.3652284409701603,0.33715031872226353,0.14686228659349249,0.051323434228833856,0.05562439986365861,0.04831768042284398,0.6282750099020941,0.46512359562096595,0.40442960340238154,0.4962385781327241,0.044387320518470975,0.19621145497493908,0.9002922409271195,0.3664075969283399,0.006062957384611537,0.41574662414002783,0.9609264105935502,5266.429956342042,0.0026254417429354,0.28044937224711786,1.0,0.0106345544764174,12643.953950440908
13,stress_overlap,productive_activation,0.3820880858997028,0.39862813590736523,0.21040217456586996,0.05713823135995568,0.0069811985938196056,0.06792209907401237,0.703637767561656,0.5317121013308299,0.43602686175502803,0.5184987270892463,0.0719408585749561,0.27601911204791363,0.918965590273447,0.29830098559466145,0.00887831263367182,0.4184583699958906,0.9548328751293512,5292.144955979824,0.0026764710758724,0.2789934211707246,1.0,0.0061094607154127,12644.141531805157
14,stress_overlap,productive_activation,0.41885219558378095,0.4475011205085332,0.25408071399976667,0.036499964767480325,0.03252143417081651,0.05736110704419864,0.4119778947427909,0.4258120367930789,0.42431193784706567,0.45195829956545697,0.04363300765065775,0.3030652741107035,0.7661129807073721,0.22846161023356015,0.00665964666740171,0.42020425436148917,0.96199491192028,5312.518963928928,0.0028520441770792,0.2800283150595894,1.0,0.006976753468774,12643.92166336679
15,stress_overlap,productive_activation,0.27858409532069445,0.19187569834008886,0.12195544985254497,0.06250722402744091,0.03923196192704533,0.0657607188567654,0.757004344426472,0.5785170763595121,0.35579876333320415,0.36181304882832455,0.029845474476519723,0.38385596065161115,0.6108495395731378,0.07282536430994557,0.0086166371164203,0.4128101898916132,0.9488100548387788,5229.77442049426,0.0024279967743103,0.27915955280795124,1.0,0.0060630203314996,12644.115323081678
16,stress_overlap,productive_activation,0.3368160871440674,0.3425722843640833,0.22472447882349134,0.035266912314540946,0.030967935384350043,0.0648055305263755,0.8857077617318089,0.3713267037914652,0.1676920288042052,0.23136592258048977,0.04582602577329271,0.18108054932610387,0.5431128736000308,0.4342436376107574,0.007788147869295643,0.41289463228060047,0.947937163874874,5223.169237339629,0.0024791432167857,0.28171332271255495,1.0,0.0084159340429111,12643.879966553588
17,stress_overlap,productive_activation,0.4649628590773265,0.40259459427429684,0.3090798592012818,0.05054543677881788,0.03525845652317958,0.04620484955033929,0.6008411212890985,0.7470837121795437,0.49274788458735996,0.3286455637850572,0.028817932443922414,0.21121989956794723,0.6612848111607363,0.3682033371684236,0.005317677738078741,0.4173637062691729,0.9543782258595688,5286.866248773692,0.0024594280081152,0.28089321002733714,1.0,0.0082831528391265,12644.093133187474
18,stress_overlap,productive_activation,0.39202904924348986,0.4133972331789097,0.31659477631916216,0.05808697692965565,0.0267912984094998,0.06255858985999506,0.7317602707887589,0.5598175828892051,0.406531214625504,0.27279275216672927,0.06159299527113649,0.43041269426437495,0.8086620887824136,0.3999491197198028,0.0051440353962695735,0.4148271343601041,0.9593359506062156,5254.620191598628,0.0021406495306035,0.2778238158485023,1.0,0.0060376142452138,12643.864331645622
19,stress_overlap,productive_activation,0.2186896476905849,0.31934635601216566,0.18334083207486104,0.035003327840025175,0.021577084266054557,0.06428116784236652,0.2493483614678556,0.15554077348749493,0.12536941381303454,0.44366368457288075,0.04861895985949437,0.6885645851565478,1.0,0.33369058140503266,0.005541204289496231,0.4224088591177393,0.9631552306196304,5337.624736715337,0.0030524002737363,0.2802640955628643,1.0,0.0050229968784478,12643.969228672762
20,stress_overlap,productive_activation,0.35811474194566484,0.4930638874964954,0.28563506879447487,0.031382616719049586,0.031184735116615965,0.06841212567854674,0.9204980153843849,0.5142663346259345,0.4054283685653251,0.057505803306139136,0.041522621439713504,0.43794612069572375,0.8858827607625097,0.39502059216127783,0.006797646290927643,0.41820284998925045,0.9627467346580334,5283.992669002915,0.0025856066001707,0.280189567173674,1.0,0.0077882158519341,12644.11588377777
21,stress_overlap,productive_activation,0.4567203632514738,0.37361227491903964,0.16683644772791312,0.04422828074520492,0.03728214100520112,0.06736982833605679,0.6779757855625086,0.6083978622850464,0.5757816012560737,0.3079209207539316,0.059614685081937006,0.32606050935074604,1.0,0.2556156934763331,0.002947041480285009,0.41911498960470395,0.964849705810924,5297.922764049889,0.0026311631409904,0.28599000719313816,1.0,0.0059402062344449,12644.025133255342
22,stress_overlap,productive_activation,0.3516388059639657,0.329876108904545,0.18149582337983683,0.03539801037713733,0.01923127307542053,0.04422940317998942,0.7288308302541877,0.5372582727651386,0.3056111562340367,0.4160332092019953,0.0456273593664684,0.1508190790007492,0.7946542970885073,0.47356154401088996,0.0018293773302319417,0.4180065931737368,0.9572454237041412,5287.161163154367,0.0024976057867368,0.28118656369601885,1.0,0.0079031327038927,12643.823767341053
23,stress_overlap,productive_activation,0.35510813767956184,0.22396867767171968,0.23207371423187928,0.0443798452496272,0.03849359212966879,0.060735391760412524,0.6141140934796426,0.6965409057504455,0.39552637682593983,0.40059332917941054,0.03460915315400884,0.40459426736890447,0.7832893384751767,0.45908207824295066,0.005507996038555116,0.4134489936929614,0.955522535764934,5233.035128643306,0.0023716962157817,0.27958900516931656,1.0,0.0080263458567302,12644.04367751173
24,stress_overlap,productive_activation,0.44936835237258493,0.290905435283043,0.19231323508092046,0.026018584624102073,0.01634032598284699,0.050753298665508054,0.24093179637303097,0.2564057400546479,0.2611346191975628,0.3984096755600364,0.04106601438186177,0.18068006589303176,0.8730787926686365,0.4971126307898464,0.0022155416128640314,0.4174902676390557,0.9622239914062878,5280.311470035164,0.0026482003377231,0.2833629137667148,1.0,0.0068207751390711,12644.152965040994
25,stress_overlap,productive_activation,0.6008376281992837,0.44392286434338357,0.22209850671671447,0.06711985205906844,0.027285748848812644,0.061193685933289,0.5595004730125888,0.22024558122606958,0.2484497665645297,0.3922591348341652,0.033498985261584416,0.4703548998359984,0.8553604814940176,0.24129112819126447,0.004087644419342195,0.41908724266491065,0.9493908377154,5300.986796658886,0.0033945257460792,0.28059899315952525,1.0,0.0055399396484325,12644.091101575961
26,stress_overlap,productive_activation,0.31452481809795163,0.39842723775067646,0.2658140520835726,0.04463992607562718,0.030569476012402574,0.06797004250971654,0.5364923779523616,0.5754784551078391,0.3220746451829315,0.18822621231523778,0.02625418494639795,0.28826657377170745,0.6878184737557013,0.4006634301681465,0.0062509676268697875,0.41136089346415894,0.939678402261872,5205.09273382081,0.0025405143325343,0.28167863256175174,1.0,0.0074939698790696,12643.93663740271
27,stress_overlap,productive_activation,0.5001016742140612,0.1283186972074003,0.15345898475719383,0.05579414289790108,0.03958145437312045,0.04264704616347276,0.6718978412048411,0.4120284424945014,0.3629697812187166,0.518125451302119,0.05782122271147023,0.22710846413278893,0.9252033162178015,0.28939533394586253,0.0064330757507570935,0.41847037587552316,0.9624184754841368,5292.460166269583,0.0024268356086522,0.282136303116082,1.0,0.0065956303540294,12644.013346161715
28,stress_overlap,productive_activation,0.2702496424293037,0.49395628126362634,0.254975342145892,0.01994763587561356,0.025188647453296395,0.057601784489809606,0.4055571668269378,0.3998248504303899,0.47622199794549575,0.46102571768123174,0.034509063917936476,0.4947175965059888,0.8647224184746388,0.2962420818350518,0.009158412973832282,0.41901128256497006,0.9639388358443226,5300.606829061704,0.0031285953381094,0.27622605120433835,1.0,0.006038808268117,12644.153016941405
29,stress_overlap,productive_activation,0.39955904124893254,0.2959359528886634,0.22941112359758906,0.04108321473849433,0.03942199394154963,0.06544447327021707,0.05772585709029087,0.5111108376189037,0.35414173812331257,0.5068867207096726,0.037241717280368014,0.29488352673624324,0.7030770173641352,0.3578614758465319,0.003127662600252836,0.4170907168450199,0.9563184243006374,5277.286353845071,0.0024996714202035,0.2786886961180583,1.0,0.0072273165493701,12644.13509933153
30,stress_overlap,productive_activation,0.24145285171772218,0.2523138783326015,0.24311638514432968,0.0787339646099251,0.06200492887327415,0.05348458035709428,0.5152487099077032,0.32664550753631333,0.47570524226565514,0.38235253319769935,0.0625237392211376,0.23436157582142586,0.9065592212406928,0.31722647131580645,0.0017394883313168342,0.4147372905757504,0.9528015033594084,5237.92677602814,0.0025233827961242,0.2805988744334542,1.0,0.0080210814635692,12643.822606213915
31,stress_overlap,productive_activation,0.5828238000066452,0.5719251146619249,0.34746544950146196,0.03419850592833949,0.02546611436452632,0.06648324253096803,0.44206441374944777,0.2445463193938841,0.3203911484646165,0.30790781824007135,0.022408193451364144,0.3289572744679051,0.7156434198490405,0.1747624402891455,0.007234785929477931,0.41660609301621837,0.9563085353560458,5269.686476755436,0.0025134757456065,0.2807264748330707,1.0,0.0070957332804365,12644.107967985094
32,stress_overlap,productive_activation,0.5172071941512802,0.563006551877873,0.30003140161616576,0.05668313508416979,0.05401692391457473,0.05321477876398972,0.6319376762372583,0.3070289801128621,0.39428708867296886,0.462119134304357,0.0316199332959271,0.6360321652881656,0.7746417180169513,0.39845955618146556,0.0024367752154331175,0.4170843427139368,0.9599009085211097,5267.477502839537,0.002873543900409,0.2761643689980543,1.0,0.0056729952590785,12643.802419542328
33,stress_overlap,productive_activation,0.5078504997057702,0.3071811929975967,0.20178497057806158,0.08198573497166461,0.01780440342558943,0.060466314362704415,0.37442401296801525,0.5084057670545336,0.1597474333176449,0.27226715489178266,0.03652642381120918,0.40784452109298264,0.728727260340426,0.40945477889459336,0.006778893285656494,0.42248798951099276,0.9667060183700608,5346.399917202594,0.0027442373485317,0.2840481469287568,1.0,0.0079473048577198,12643.834505604806
34,stress_overlap,productive_activation,0.2911118688564819,0.337982481297345,0.3027475250571532,0.046766104185466985,0.03944783894419924,0.02735097168496329,0.47746766532066176,0.43415190901241574,0.436586715961362,0.22193446383199217,0.07518222728927519,0.34516236301993164,0.8141206177370515,0.35800245651414875,0.0015096953383388007,0.41284205627182247,0.9467358821380428,5233.231376777013,0.0022183564315993,0.2796812980408391,1.0,0.0076892230352829,12643.997706837335
35,stress_overlap,productive_activation,0.4501721443788535,0.24079097577175654,0.24214180444403705,0.07775713490603284,0.03636383477880584,0.07474140001942685,0.47268097793394304,0.35340639362415904,0.47585128526687137,0.116353905617499,0.04395966066536401,0.08649600890275302,0.9507192817362385,0.33821223128286465,0.003297199987471603,0.41889533686513125,0.952546038746616,5290.962787782005,0.003261355984893,0.28660610114083707,1.0,0.0093835614391608,12643.89825642421
36,stress_overlap,productive_activation,0.337902376388413,0.48256386258620276,0.18786507452791718,0.03819818437586136,0.06387534656704832,0.05511847170763359,0.36533074497360174,0.12745043861295052,0.3211194248663841,0.24544362627113359,0.04925159806066066,0.5708753971377474,0.5864553482683984,0.22888961249080106,0.007055371502663825,0.41425993735975053,0.9540961666387762,5224.490059381619,0.0029620070521758,0.282724104316787,1.0,0.0066973419747405,12644.114464617103
37,stress_overlap,productive_activation,0.3618069367683239,0.5058055375302893,0.26794323122933117,0.03851058915773432,0.023793099939219367,0.054131332124780475,0.6639972061216766,0.5957101443279771,0.5588095471092527,0.3264480923039854,0.04888787026276144,0.14133106820673827,0.8798483015445452,0.3864453425283103,0.002173397618719649,0.42259949299284244,0.9695846747380612,5348.471499199263,0.0029434192826792,0.2808667446165027,1.0,0.0083237512542874,12644.004424846551
38,stress_overlap,productive_activation,0.43460436441339506,0.3337054537524728,0.20458705793174753,0.048649710522573886,0.022326715678053347,0.07261654565288679,0.4840628190534446,0.3122172648067574,0.5173398281654199,0.16170806864913698,0.024506093117047253,0.33730992736098975,0.7658382154533688,0.5205119402883206,0.0053333889152659695,0.4182347303824442,0.9468451017199702,5293.505168388218,0.0026249057494335,0.28018877696614475,1.0,0.0072091895750314,12643.867673124467
39,stress_overlap,productive_activation,0.4988659793783534,0.5650207604235604,0.10730420590227935,0.03822037678675873,0.04598624774691533,0.038516125827983166,0.4704279748340879,0.5452545899041207,0.41444575329762035,0.136865282155203,0.05445832630772242,0.2942144238961389,0.6841093770032979,0.21740415241981248,0.006273921752526236,0.4155967504870383,0.958421001200154,5258.1949787650765,0.0026940950697481,0.28280902161884064,1.0,0.0071394094412807,12644.0817140361
40,stress_overlap,productive_activation,0.4303798612598506,0.5071742279885834,0.20120895258383587,0.05673658238339318,0.04227471473769957,0.06859798351281565,0.42215386143686706,0.3857281087207024,0.424812481399519,0.2753970376897922,0.061451600024296435,0.3215108776078909,0.5987820621177152,0.29537555721401426,0.00261853768981567,0.4188921004034526,0.9640568190190698,5306.81333152206,0.0023984078564275,0.28077023531996803,1.0,0.0085051060555824,12643.814171024445
41,stress_overlap,productive_activation,0.3137267063639275,0.35902920507558006,0.214128058037632,0.019694872503412553,0.032062556449660905,0.0666631455386425,0.5291914880591778,0.5315990534162331,0.6545517898980163,0.4752091896849583,0.07814060445063792,0.3140353017828564,0.9190844495970418,0.26596941620331005,0.006236761662029595,0.42435638588225644,0.9601391843061126,5360.1385260823545,0.0031416304052376,0.28227915455749425,1.0,0.0078040139151993,12644.056801724622
42,stress_overlap,productive_activation,0.30594998777969895,0.46837353681632476,0.21120809047228647,0.021013325651131273,-0.011668080511040402,0.027263668338215027,0.7566166114223312,0.37326042051545477,0.312583441794015,0.3080953666561393,0.04399456392996137,0.12851123871406656,0.7469719694838005,0.27825663069724815,0.008173861802569026,0.4166821857286423,0.9673519606848484,5275.790395133202,0.0023918371174807,0.2832068278762961,1.0,0.0090669071096637,12644.060192411096
43,stress_overlap,productive_activation,0.5178749091252447,0.17948127562199503,0.12926031281620634,0.07247859960509695,0.04344454436056111,0.06515720563112254,0.5111115351826525,0.5093582188397217,0.4442065200584331,0.38214919759716354,0.05720024529287808,0.3020728719371907,0.8502714381810057,0.4068836166624131,0.005158175401001114,0.41936029063274466,0.958231019045522,5302.399742216987,0.0023657906186403,0.27955236363721553,1.0,0.0069827422311785,12644.035544831044
44,stress_overlap,productive_activation,0.4544364658076159,0.36062459384964873,0.22100991295707567,0.05027795056303708,0.03143833095124432,0.052971055180409794,0.4137248693881296,0.16045826846719366,0.5598855732449943,0.20993842349925876,0.06352713470536328,0.1912767053979086,0.8621890669672317,0.4974606412152428,0.004996925157928442,0.41550393558445353,0.9578765163424748,5260.486316997031,0.0025313518218563,0.2824485266316342,1.0,0.0067501737245852,12644.310619378419
45,stress_overlap,productive_activation,0.4892397690470781,0.43995436982220537,0.29814547075139597,0.05595456671640216,0.03490932624721965,0.04882546001422666,0.5213406713162587,0.32814150563483957,0.29805851778901965,0.3644505027030199,0.049203995337228905,0.14122065170980244,1.0,0.49795840831503585,0.008243969066113667,0.42002019786403716,0.951979017997101,5305.112968134368,0.0026668670200349,0.28157199676214506,1.0,0.0078338088592216,12643.945744865932
46,stress_overlap,productive_activation,0.6385464314623535,0.4125276260907185,0.20299701513771645,0.07434604404541584,0.023512162698390363,0.044141903548332695,0.714180446627211,0.5922894526465372,0.6700550653966046,0.41129602690359535,0.08488552071145877,0.2844671714768926,1.0,0.19787863577667217,0.0023991744640764253,0.4162879291581815,0.952219676172564,5258.5342320808,0.0026143688785639,0.27857909131847847,1.0,0.0071521763285551,12643.86126615001
47,stress_overlap,productive_activation,0.3417018612223327,0.6547100138115141,0.2972347775834141,0.02249601210659318,0.05067252497771931,0.06317496417168095,0.5717149818006999,0.6829901850499689,0.4439726036129238,0.18596964115359843,0.08176332649484935,0.4620177968632537,0.964284983715931,0.3357267741442237,0.007072931026397889,0.41612196805319,0.9573462377312032,5258.882595144533,0.0031297948106967,0.273270703212137,1.0,0.0069385153505449,12644.069187531282
48,stress_overlap,productive_activation,0.6761163909578747,0.453590576067635,0.1450921839244298,-0.0007325183056757639,0.027409472133748412,0.06336131661922183,0.5983367001801856,0.5221711143910865,0.3200494876009608,0.2782438626431237,0.07399900519161887,0.37294596270629754,0.9736515048193318,0.29736025774665154,0.005658333411611975,0.4200678614769197,0.9610502720174298,5312.244575780357,0.0029748635756858,0.2821367210963234,1.0,0.006298868343856,12643.93897314748
49,stress_overlap,productive_activation,0.7818568709506226,0.5007867170249822,0.34525436265437803,0.07666573327417686,0.03189702075194556,0.047756678851273146,0.635017099447347,0.3786305032495818,0.4686055164081282,0.2997249810547334,0.023738428366199684,0.21674902141001254,1.0,0.46256834427184107,0.006900829049621399,0.4179211264655867,0.9653425928229724,5288.544633758041,0.0026550187858277,0.28234991521597813,1.0,0.00863261180388,12643.96014634778
50,stress_overlap,productive_activation,0.5489624638905054,0.23327224617204623,0.1998638289443622,0.020182517134133396,0.0032421672041204226,0.04034696163743984,0.6602646621837087,0.3951919237950846,0.4995860053593315,0.3873726181881959,0.04362875998949051,0.4714301257236979,0.8831828468872247,0.4917152206359542,0.005241661812248388,0.41940675128631894,0.9569885259152168,5306.857141657163,0.0027508452920767,0.2814693228040754,1.0,0.0068595553624946,12643.837246917707
51,stress_overlap,productive_activation,0.4741388680126287,0.36423928993511767,0.15186121594238264,0.05022963359556214,0.03162914339336849,0.06555049036889271,0.5640628008258831,0.4660398045963734,0.33090315106516477,0.26754632941160095,0.06037056966212939,0.5824031460026962,0.9298920949399253,0.2893892215501015,0.0030320836012891796,0.4111671188454256,0.9609110688464358,5202.666009583142,0.0019319603816237,0.28170369546963253,1.0,0.0083352707718764,12643.943814647948
52,stress_overlap,productive_activation,0.31405857191402997,0.28751355963373465,0.29659788100901296,0.020871276006213576,0.01521590103845846,0.07909736879284761,0.28479075776670615,0.24730918222706966,0.3607600095471827,0.13504750486828157,0.04848395921520111,0.13604488845287332,0.9144330230694999,0.1577997318643932,0.006735335985529268,0.4134446786958229,0.96007526319494,5234.667149853879,0.0026934483797673,0.27637811314221994,1.0,0.0069035878026447,12643.976433144051
53,stress_overlap,productive_activation,0.5636840743790832,0.7273390654823062,0.3396834355930345,0.004307906180969107,0.04548363607694425,0.03700291080021763,0.5313650964790273,0.6000933615734906,0.3669573024850793,0.2750591825063486,0.01706872813484821,0.13261624478612094,0.7074807589494361,0.3979057868229837,0.006371688594862809,0.42095366713193866,0.955254268279684,5322.595137865176,0.0022366102332848,0.2818980794338842,1.0,0.0076695938322717,12643.817406301012
54,stress_overlap,productive_activation,0.3441022149360159,0.33667468504160075,0.3013062728874303,0.04511045184737526,0.03461145023107787,0.0403529911073761,0.46233126954305903,0.731411265287309,0.35082751171400084,0.5240596088327479,0.05135464198249195,0.569194321562093,0.827160393473586,0.33524786403665463,0.004162416557079086,0.41471600587477864,0.9481304402797832,5249.039394934611,0.0024721006033905,0.2792404817080357,1.0,0.0071438572622311,12644.097405575478
55,stress_overlap,productive_activation,0.3974887291107871,0.40927278804470557,0.2751818482531315,0.05294612572861476,0.02289838267346004,0.04488799029566061,0.65195840646844,0.40767602896926514,0.45960908263538147,0.5113095861742155,0.08392165492855652,0.23055875638946854,0.8408358483784177,0.42976402602492164,0.0016891193208190434,0.41473070207296675,0.9538017343869786,5247.5657181554625,0.0020224835267399,0.2825730012644641,1.0,0.0065082816311516,12643.87851072029
56,stress_overlap,productive_activation,0.38974871735637906,0.5515504776831154,0.29203695653730166,0.030552043923000365,0.025874315629945095,0.04005512506926815,0.7150986770806896,0.17428809304174184,0.5030902246232902,0.2763144237479394,0.07595659309378303,0.4451627657865851,0.8504907670221716,0.3890026741138041,0.0060846514039676475,0.4129660533622673,0.964641873129333,5217.243209480376,0.0022173428409865,0.2840059014884418,1.0,0.0065346070667403,12643.974115018182
57,stress_overlap,productive_activation,0.43502478292264446,0.4797031087223099,0.23509055994074574,0.010026637456442458,0.05158097194108771,0.0684390743666757,0.4396326402538901,0.31317759762100605,0.26009700562788707,0.2395925135077614,0.06318077833924689,0.22554232022346668,0.8508538078251301,0.3599006865955035,0.006311409569727756,0.4185621244721413,0.9554256345202168,5292.003479763305,0.0027105569202112,0.2787312933329963,1.0,0.0069452368166442,12644.023998106572
58,stress_overlap,productive_activation,0.5192555781027759,0.22893455096324097,0.27295163797138167,0.05249156905218265,0.03438973379116311,0.04717750942976938,0.6476231671399257,0.44223757630105426,0.39151632237780676,0.223925026595172,0.04918760478079326,0.37397367548739974,0.8051540943513926,0.26486801641740637,0.0015484385970809516,0.4198107457722852,0.9520758937802916,5311.4090574768115,0.0030674512277589,0.2868294988297276,1.0,0.0069116718080963,12644.044316662323
59,stress_overlap,productive_activation,0.33995485347122545,0.46614817624118526,0.24674734262304876,0.0858762048523693,0.04170306809074957,0.08797073637773309,0.6236312767402787,0.42215477840573024,0.6603226980155535,0.29686174107836044,0.046973641705015244,0.4159450349243036,0.9394569374350021,0.22758252493067183,0.002705416887675302,0.42153240220728333,0.9540395529416248,5322.107741968068,0.003250725160915,0.27907978356860375,1.0,0.0073632028904323,12644.21163850471
60,stress_overlap,productive_activation,0.284001178516314,0.4607542911659851,0.19804664455224424,0.024144537238990092,0.059011629150615766,0.061285175816015336,0.537455695562067,0.6460500239682119,0.491856087976247,0.36732796670777745,0.052514630722753246,0.1307798134553938,0.6235602137416115,0.41399535813097377,0.00010064944145321986,0.4160230336474687,0.9500307371732828,5271.584740315255,0.0026019855094617,0.28277453113375395,1.0,0.0095346047520303,12643.949143621025
61,stress_overlap,productive_activation,0.26265334447197386,0.3423889081126,0.20330521651762237,0.0651401197350637,0.04337436290787127,0.07231156352498211,0.7533440734443198,0.6126840315947276,0.2527121633736719,0.4366102167133208,0.038743230379414316,0.5038194212371709,0.8934494018831883,0.24163588446506565,0.006236410838477899,0.41626262712880696,0.9564401760820068,5252.082198817181,0.0025379073141706,0.28199365539977433,1.0,0.0065763791156864,12644.03431317834
62,stress_overlap,productive_activation,0.2713311384634409,0.42177160596207114,0.14107741208628266,0.05712704802943037,0.04941148572061487,0.06792625239376374,0.45459323586914413,0.3380653582194395,0.46420440243164635,0.5529052262691961,0.039064009718875733,0.22849325563283224,0.6926845959146722,0.34032612072810814,0.0058182035787114755,0.4149565110016902,0.9548304145879382,5246.348014549227,0.0027965955252585,0.2823826014973819,1.0,0.006728426416314,12644.043970158578
